Track Name,Artist Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Lyrics
大海,Zhang Yu Sheng,53,0.425,0.516,278175,0.491,1.89e-05,10,0.231,-9.99,1,0.0307,86.118,4,0.279,"從那遙遠海邊 慢慢消失的你
本來模糊的臉 竟然漸漸清晰
想要說些什麼 又不知從何說起
只有把它放在心底

茫然走在海邊 看那潮來潮去
徒勞無功 想把每朵浪花記清
想要說聲愛你 卻被吹散在風裡
猛然回頭 你在那裡

如果大海能夠喚回曾經的愛
就讓我用一生等待
如果深情往事你已不再留戀
就讓它隨風飄遠
...

******* This Lyrics is NOT for Commercial use *******"
廣島之戀,Karen Mok,50,0.633,0.447,321400,0.382,0,5,0.115,-9.914,1,0.026,78.053,4,0.253,"張：你早就該拒絕我 不該放任我的追求
給我渴望的故事 留下丟不掉的名字
莫：時間難倒回 空間易破碎
二十四小時的愛情是我一生難忘的美麗回憶

張：越過道德的邊境 我們走過愛的禁區
享受幸福的錯覺 誤解了快樂的意義
莫：是誰太勇敢說喜歡離別 只要今天不要明天
眼睜睜看著愛從指縫中溜走 還說再見

張：不夠時間好好來愛你
莫：早該停止風流的遊戲
...

******* This Lyrics is NOT for Commercial use *******"
太傻,巫啟賢,47,0.678,0.559,322947,0.635,2.16e-06,1,0.106,-5.347,1,0.0314,125.863,4,0.298,"在我心目前沒有夢 寒夜裏已不凍
離愁別緒徘徊在翻飛的風中
若往昔熱情沒有用 重遇你也不必心痛
只求共你留在眼裏感覺於心中

早已忘記多少空虛總要讓你夢裏占據揮之不去
始終等你溫暖我長留心中
早已度過多少傷心此際別說後悔過去
彼此都算一生只有一次愛情無終

遺憾問誰在捉弄 但這刻是誰在煽動
沈默像情陷更重 離開更痛

...

******* This Lyrics is NOT for Commercial use *******"
很愛很愛你,Rene Liu,48,0.716,0.659,283000,0.368,0,5,0.164,-8.911,1,0.029,123.017,4,0.492,"想為你做件事 讓你更快樂的事
好在你的心中 埋下我的名字
求時間 趁著你 不注意的時候
悄悄地 把這種子 釀成果實

我想她的確是 更適合你的女子
我太不夠 溫柔 優雅 成熟 懂事
如果我 退回到 好朋友的位置
你也就 不再需要 為難成這樣子

很愛很愛你 所以願意 捨得讓你
往更多幸福的地方飛去
很愛很愛你 只有讓你 擁有愛情
我才安心

看著她走向你 那幅畫面多美麗
...

******* This Lyrics is NOT for Commercial use *******"
讓我歡喜讓我憂,Wakin Chau,51,0.638,0.604,284360,0.278,0.000234,2,0.296,-12.251,1,0.0297,116.068,4,0.304,"愛到盡頭 覆水難收
愛悠悠 恨悠悠
為何要到無法挽留
才又想起你的溫柔

給我關懷 為我解憂
為我憑添許多愁
在深夜無盡等候
獨自淚流 獨自忍受

多想說聲我真的愛你
多想說聲對不起你
你哭著說情缘已盡 難再續
難再續

就請你給我多一點點時間
再多一點點問候
不要一切都帶走
就請你給我多一點點空間
...

******* This Lyrics is NOT for Commercial use *******"
喜欢你,Kit Chan,48,0.835,0.658,265907,0.416,0,6,0.122,-8.22,1,0.0416,119.941,3,0.273,"喜歡你 給我你的外衣 讓我像躲在你身體裡
喜歡你 借我你的梳子 讓我用柔軟頭髮吻你
喜歡你 車窗上的霧氣 彷彿是你的愛在呼吸
喜歡你 那微笑的眼睛 連日落也看作唇印

我喜歡這樣跟著你 隨便你帶我到哪裡
你的臉 慢慢貼近 明天也慢慢地慢慢清晰
我喜歡你愛我的心 輕觸我每根手指感應
我知道 它在訴說著你承諾言語
...

******* This Lyrics is NOT for Commercial use *******"
舊愛還是最美,William So,40,0.842,0.539,306000,0.445,0,10,0.11,-8.623,1,0.0362,123.935,4,0.237,"半夜看 cable 的舊電影寂寞好深
像看自己從前 從前的幸福和愚蠢
電影裡主角回頭的淚痕 那淚痕
忽然好想舊情人的柔軟雙唇

人一輩子常常只有 只有一次緣份
錯過就再也遇不到那麼好的人
於是心裡不時飄浮暖暖那個吻
從此能付出的情愛也不完整

Oh～不自禁找尋很像她的情人
但是沒有誰有像她的靈魂
...

******* This Lyrics is NOT for Commercial use *******"
聽說愛情回來過,Sandy Lam,47,0.577,0.612,318493,0.472,0,6,0.0708,-8.18,1,0.0247,107.92,4,0.125,"在朋友那兒聽說 知心的你曾回來過
想請他替我向你問候 只為了怕見了說不出口
你對以往的感觸還多不多
曾讓我心碎的你 我依然深愛著
在朋友那兒聽說 痴心的你曾找過我
我要他幫我對你隱瞞 只是怕見了面會更難過
我對以往的感觸還那麼多
曾給我幸福的你 我依然深深愛著

有一種想見不敢見的傷痛
有一種愛還埋藏在我心中 我只能把你放在我的心中
這一種想見不能見的傷痛
讓我對你的思念越來越濃
我只能把你 把你放在我心中
...

******* This Lyrics is NOT for Commercial use *******"
Wouldn't let go,Power Station,37,0.269,0.548,316453,0.432,0,2,0.0736,-9.091,1,0.0279,116.945,4,0.112,"不再執著於昨天的癡狂
我的心像是台北的街頭
不知該往哪兒走

妳的心像閃爍的霓虹
...

******* This Lyrics is NOT for Commercial use *******"
新不了情,Wanfang,43,0.611,0.275,268173,0.317,0,7,0.15,-13.818,1,0.0365,101.624,3,0.12,"心若倦了 淚也乾了
這份深情 難捨難了
曾經擁有 天荒地老
已不見你 暮暮與朝朝

這一份情 永遠難了
願來生還能 再度擁抱
愛一個人 如何廝守到老
怎樣面對一切 我不知道

回憶過去 痛苦的相思忘不了
...

******* This Lyrics is NOT for Commercial use *******"
心有獨鍾,Daniel Chan,42,0.565,0.519,270827,0.448,0,10,0.101,-6.181,1,0.032,96.154,4,0.115,"這種感覺從來不曾有 左右每天思緒 每一次呼吸
心被佔據 卻苦無醫 是你讓我著了迷
給了甜蜜又保持距離 而你瀟灑來去 玩愛情遊戲
我一天天失去勇氣 偏偏難了難忘記

單單為你心有獨鍾 因為愛過才知情多濃
濃得發痛在心中 痛全是感動
我是真的真的與眾不同

真正為你心有獨鍾 因為有你世界變不同
...

******* This Lyrics is NOT for Commercial use *******"
你最珍貴,Jacky Cheung,53,0.686,0.52,286840,0.285,0,10,0.0931,-10.754,1,0.027,93.922,4,0.0798,Lyrics not found
味道,Winnie Hsin,51,0.669,0.564,237333,0.158,3.42e-05,10,0.119,-14.396,1,0.0322,87.83,4,0.0784,"今天晚上的 星星很少
不知道它們 跑那去了
赤裸裸的天空 星星多寂寥

我以為傷心可以很少
我以為我能 過得很好
誰知道一想你
思念苦無藥
無處可逃

想念你的笑
想念你的外套
想念你白色襪子
和你身上的味道
...

******* This Lyrics is NOT for Commercial use *******"
挪威的森林,Wu Bai,55,0.382,0.672,391027,0.568,0,4,0.22,-8.757,0,0.0293,136.594,4,0.622,"让我将你心儿摘下
试著将它慢慢溶化
看我在你心中是否仍完美无瑕
是否依然为我丝丝牵挂
依然爱我无法自拔
心中是否有我未曾到过的地方啊

那里湖面总是澄清
那里空气充满宁静
雪白明月照在大地
藏著你不愿提起的回忆
你说真心总是可以从头
真爱总是可以长久
为何你的眼神还有孤独时的落寞
是否我只是你一种寄托
填满你感情的缺口
心中那片森林何时能让我停留

那里湖面总是澄清
那里空气充满宁静
雪白明月照在大地
藏著你最深处的秘密
...

******* This Lyrics is NOT for Commercial use *******"
飄洋過海來看你,娃娃,45,0.535,0.543,342133,0.427,0,2,0.143,-13.227,1,0.0309,122.31,4,0.45,"為你我用了半年的積蓄
飄洋過海的來看你
為了這次相聚
我連見面時的呼吸 都曾反覆練習
言語從來沒能將我的情意 表達千萬分之一
為了這個遺憾
我在夜裡想了又想 不肯睡去

記憶它總是慢慢的累積
在我心中無法抹去
為了你的承諾 我在最絕望的時候
都忍著不哭泣

陌生的城市啊 熟悉的角落裡
也曾彼此安慰 也曾相擁嘆息
不管將會面對什麼樣的結局
在漫天風沙裡 望著你遠去
我竟悲傷得不能自己
多盼能送君千里
...

******* This Lyrics is NOT for Commercial use *******"
讓愛那麼愉快,Alex To,33,0.584,0.404,266507,0.351,1.13e-05,2,0.133,-12.959,1,0.0338,106.94,4,0.0865,"是一點緣份 加一點寂寞
或一點好感 加一點沖動
何必太清楚 愛不必非要理由

全心全意對你 帶給你快樂
真心真意對我 帶給我溫柔
這樣就足夠 單純是美麗的感動

生活是什麼 浪漫是什麼
幸福是什麼 永遠是什麼
拼命找答案 人的心就不自由

愛是當我抱你 你的心我懂
愛是當你看我 我的心你懂
...

******* This Lyrics is NOT for Commercial use *******"
囚鳥 - Remastered,Cass Phang,50,0.712,0.481,288760,0.369,0,1,0.108,-8.451,1,0.0317,103.986,4,0.219,"我是被你囚禁的鳥
已經忘了天有多高
如果離開你給我的小小城堡
不知還有誰能依靠

我是被你囚禁的鳥
得到的愛越來越少
看著你的笑在別人眼中燃燒
我卻要不到一個擁抱

我像是一個你可有可無的影子
冷冷的看著你說謊的樣子
這撩亂的城市 容不下我的癡
是什麼讓你這樣迷戀這樣的放肆

...

******* This Lyrics is NOT for Commercial use *******"
想哭就到我懷裡哭,Harlem Yu,33,0.198,0.493,279747,0.4,0,0,0.242,-9.619,1,0.0302,81.934,4,0.211,"一個人逃避寂寞 兩個人渴望自由
到底該不該奔向你 懷裡的溫柔 還是就讓你失望的走

我沒有太多承諾 能讓你一夜好夢
擔心從今後你心痛 會不知所措 太多的惶恐 又讓我們無法承受

想哭就到我懷裡哭 喔 就像一切都不會結束
讓彼此感覺 不那麼孤獨
想哭就到我懷裡哭 喔

＊ ＊
...

******* This Lyrics is NOT for Commercial use *******"
值得,Sammi Cheng,46,0.544,0.514,258833,0.509,0,3,0.123,-8.697,1,0.0332,108.095,4,0.219,"关于你好的坏的 都已经听说
愿意深陷的是我
没有确定的以后 没有谁祝福我
反而想要勇敢接受

爱到哪里都会有人犯错
希望错的不是我
其实心中没有退路可守
跟着你错 跟着你走

我们的故事爱就爱到值得
错也错的值得
爱到翻天覆地也会有结果
不等你说更美的承诺
我可以对自己承诺

我们的故事爱就爱到值得
错也错的值得
...

******* This Lyrics is NOT for Commercial use *******"
心太軟,Richie Jen,50,0.0792,0.702,350400,0.551,0,8,0.197,-6.452,1,0.0268,92.299,4,0.422,"你總是心太軟 心太軟
獨自一個人流淚到天亮
你無怨無悔的愛著那個人
我知道你根本沒那麼堅強

你總是心太軟 心太軟
把所有問題都自己扛
相愛總是簡單 相處太難
不是你的 就別再勉強

夜深了你還不想睡
你還在想著他嗎
你這樣癡情到底累不累
明知他不會回來安慰

只不過想好好愛一個人
可惜他無法給你滿分
多餘的犧牲他不懂心疼
你應該不會只想做個好人

喔 算了吧 就這樣忘了吧
...

******* This Lyrics is NOT for Commercial use *******"
想你到心慌,Zhang Qing Fang,36,0.671,0.623,248173,0.463,0,5,0.112,-9.701,1,0.0314,114.89,4,0.299,Lyrics not found
最近比較煩,Wakin Chau,34,0.177,0.65,283333,0.487,0,7,0.102,-10.631,1,0.275,112.606,4,0.504,"詞：李宗盛 曲：李宗盛.周華健.黃品冠 演唱：李宗盛.周華健.黃品冠
★ ★ ★
★★
★
（黃品冠）最近比較煩 比較煩 比較煩
總覺得日子過得有一些極端
我想我還是不習慣
從沒沒無聞到有人喜歡

（周華健）最近比較煩 比較煩 比較煩
總覺得鈔票一天比一天難賺
朋友常常有意無意調侃
我也許有天改名叫周轉

（李宗盛）最近比較煩 比較煩 比較煩
我看那前方怎麼也看不到岸
那個後面還有一班天才追趕 哎唷
寫一首皆大歡喜的歌 是越來越難

（黃品冠）最近比較煩 比較煩 比較煩
陌生的城市何處有我的期盼
揮別了家鄉的伙伴
現在的我更覺得孤單

（周華健）最近比較煩 比較煩 比較煩
女兒說六加六結果等於十三
我問老段說 怎麼辦
...

******* This Lyrics is NOT for Commercial use *******"
你的眼睛背叛了你的心 - 國,Ronald Cheng,50,0.211,0.639,267507,0.627,0,2,0.126,-6.743,1,0.0275,131.886,4,0.456,Lyrics not found
妙妙妙,Yuki Hsu,35,0.00208,0.617,204333,0.854,0,5,0.155,-5.411,1,0.0355,160.106,4,0.769,"事情發生得太突然 我還不能詳細說出整個經過
以前都是聽別人說 我想天啊什麼時候會輪到我

全世界的女生都這樣 情願坐上鐵達尼號
連生命都不要
前一分鐘 我什麼都不知道
突然被你電到 聽見危險訊號
嚕嚕啦啦 嚕嚕啦啦 這感覺簡直就是

妙妙妙 我想叫叫叫
整個世界只聽見我的心在跳
路人不重要 小狗汪汪叫
還在傻笑忘記你已經走掉
周圍出現好多的氣泡
裡面寫著我的感覺
就是 妙妙妙
...

******* This Lyrics is NOT for Commercial use *******"
預感,Fish Leong,37,0.732,0.429,290568,0.362,3.99e-06,5,0.103,-8.45,1,0.0337,125.64,4,0.173,Lyrics not found
大人,Fish Leong,46,0.966,0.523,234237,0.169,3.5e-05,1,0.108,-13.286,1,0.0403,71.357,4,0.187,Lyrics not found
麋鹿,Fish Leong,37,0.375,0.534,205770,0.713,0,5,0.492,-6.126,1,0.046,140.035,4,0.357,Lyrics not found
相見不恨晚,Fish Leong,32,0.846,0.47,208711,0.457,1.84e-05,0,0.0845,-8.943,1,0.0544,141.916,4,0.261,Lyrics not found
誤讀,Fish Leong,31,0.198,0.603,230440,0.661,0,7,0.14,-5.646,1,0.0403,154.031,4,0.396,Lyrics not found
天氣預報,Fish Leong,32,0.841,0.428,299588,0.27,1.72e-05,2,0.219,-12.242,1,0.0505,170.563,4,0.154,Lyrics not found
"關於愛, 別人說的都不算",Fish Leong,32,0.682,0.372,276508,0.464,1.09e-06,5,0.109,-7.373,1,0.0436,143.49,4,0.257,Lyrics not found
寧靜海,Fish Leong,31,0.288,0.467,272731,0.599,0.000936,11,0.154,-6.713,1,0.0265,156.054,4,0.28,Lyrics not found
來日不方長,Fish Leong,30,0.834,0.616,215514,0.42,0,9,0.101,-9.79,1,0.064,109.932,4,0.285,Lyrics not found
明天的禮物,Fish Leong,29,0.756,0.313,290110,0.385,1.96e-06,5,0.118,-7.493,1,0.0318,123.76,4,0.236,"有时候 走过一段路
心才会清澈 也才会看到
关于爱 延伸的滋味
不要去发酵 仔细思考
爱过的他 和流过的泪
都会是珍贵的记号
忘不忘 不重要

只要准备好
明天的微笑
无论在天涯海角
相信爱
总会千方百计把你寻找
可能他
终于明了你有多好
想回头
朝你奔跑

只要准备好
明天的微笑
当你想拥抱
爱总会
出其不意静静悄悄来到
也许在 生命里的某个转角
...

******* This Lyrics is NOT for Commercial use *******"
慢冷,Fish Leong,62,0.786,0.521,289604,0.471,0,4,0.105,-8.247,1,0.0317,92.054,4,0.269,"說完了 好像話都說完了
總是沉默對坐著
眼裡是濃濃夜色
感情是偏執的 越愛越是偏執的
不相信我看到的
硬要說裂縫不過 是皺褶

怎麼先熾熱的卻先變冷了
慢熱的卻停不了還在沸騰著
看時光任性快跑隨意就轉折
慢冷的人啊 會自我折磨
衝動的人向來聽不見挽留
...

******* This Lyrics is NOT for Commercial use *******"
情歌,Fish Leong,56,0.747,0.486,260093,0.411,0,6,0.342,-5.623,1,0.0374,139.914,4,0.364,"時光是琥珀 淚一滴滴 被反鎖
情書再不朽 也磨成沙漏
青春的上游 白雲飛走 蒼狗與海鷗
閃過的念頭 潺潺的溜走

命運好幽默 讓愛的人都沉默
一整個宇宙 換一顆紅豆
回憶如困獸 寂寞太久 而漸漸溫柔
放開了拳頭 反而更自由

慢動作 繾綣膠卷 重播默片
定格一瞬間
我們在告別的演唱會
說好不再見

...

******* This Lyrics is NOT for Commercial use *******"
勇氣,Fish Leong,56,0.743,0.64,239293,0.366,0,5,0.0952,-9.357,1,0.0291,115.801,4,0.235,"終於做了這個決定
別人怎麼說我不理
只要你也一樣的肯定
我願意天涯海角都隨你去
我知道一切不容易
我的心一直溫習說服自己
最怕你忽然說要放棄

愛真的需要勇氣
來面對流言蜚語
只要你一個眼神肯定
我的愛就有意義
我們都需要勇氣
去相信會在一起
人潮擁擠我能感覺你
放在我手心裡
你的真心
...

******* This Lyrics is NOT for Commercial use *******"
會呼吸的痛,Fish Leong,56,0.538,0.67,272973,0.518,0,7,0.111,-7.53,1,0.0278,112.006,4,0.195,"在東京鐵塔 第一次眺望

看燈火模仿 墜落的星光
我終於到達 但卻更悲傷
一個人完成 我們的夢想

你總說 時間還很多 你可以等我
以前我不懂得 未必明天 就有以後
想念是會呼吸的痛 它活在我身上所有角落

哼你愛的歌會痛 看你的信會痛 連沈默也痛
...

******* This Lyrics is NOT for Commercial use *******"
可惜不是你,Fish Leong,53,0.83,0.373,285831,0.32,0,6,0.179,-8.593,1,0.0316,73.775,4,0.357,"這一刻 突然覺得好熟悉
像昨天 今天同時在放映
我這句語氣 原來好像你
不就是我們愛過的證據

差一點 騙了自己騙了你
愛與被愛不一定成正比
我知道被疼是一種運氣
但我無法完全交出自己

努力為你改變 卻變不了 預留的伏線
以為在你身邊 那也算永遠
彷彿還是昨天 可是昨天 已非常遙遠
但閉上雙眼 我還看得見
...

******* This Lyrics is NOT for Commercial use *******"
暖暖,Fish Leong,52,0.741,0.666,243160,0.599,0,11,0.351,-7.196,1,0.0264,104.039,4,0.645,"Wee, huh

都可以隨便的 你說的 我都願意去
小火車 擺動的旋律
都可以是真的 你說的 我都會相信
因為我完全信任你

細膩的喜歡 毛毯般的厚重感
曬過太陽 熟悉的安全感
分享熱湯 我們兩支湯匙一個碗
左心房 暖暖的好飽滿

我想說其實你很好 你自己卻不知道
真心的對我好 不要求回報
愛一個人 希望他過更好
...

******* This Lyrics is NOT for Commercial use *******"
沒有如果,Fish Leong,49,0.454,0.53,267427,0.886,0,2,0.041,-2.715,1,0.0579,148.081,4,0.814,"如果我說 愛我沒有如果
錯過就過 你是不是會難過
若如果拿來當藉口
那是不是有一點弱

如果我說 愛我沒有如果
真的愛我就放手一搏
還想什麼還 怕什麼
快牽起我的手

有人說
世界上最遙遠的距離不是 生與死
而是 我就站在你面前 你卻不知道我 愛你

我常說
如果人類連愛一個人都被自己綁住
那世界末日已來到
不需要等到地球毀滅掉 的那天

如果我說 愛我沒有如果
錯過就過 你是不是會難過
若如果拿來當藉口
那是不是有一點弱

如果我說 愛我沒有如果
真的愛我就放手一搏
還想什麼還 怕什麼
快牽起我的手
...

******* This Lyrics is NOT for Commercial use *******"
崇拜,Fish Leong,48,0.812,0.389,237533,0.312,0,3,0.207,-6.902,1,0.027,72.753,4,0.367,"你的姿態 你的青睞
我存在在你的存在
你以為愛 就是被愛
你揮霍了我的崇拜

我活了 我愛了 我都不管了
心愛到瘋了 恨到算了就好了
可能的 可以的 真的可惜了
幸福好不容易 怎麼你卻不敢了呢

我還以為我們能 不同於別人
我還以為不可能的 不會不可能
...

******* This Lyrics is NOT for Commercial use *******"
分手快樂 - 獨唱版,Fish Leong,49,0.45,0.51,276326,0.416,0,3,0.174,-9.412,1,0.0329,137.52,4,0.167,"我無法幫你預言 委曲求全有沒有用
可是我多麼不捨 朋友愛得那麼苦痛
愛可以不問對錯 至少要喜悅感動
如果他總為別人撐傘 妳何苦非為他等在雨中

泡咖啡讓妳暖手 想擋擋妳心口裡的風
妳卻想上街走走 吹吹冷風會清醒的多
妳說妳不怕分手 只有點遺憾難過
情人節就要來了 剩自己一個
其實愛對了人 情人節每天都過
...

******* This Lyrics is NOT for Commercial use *******"
不是我不明白,Fish Leong,48,0.796,0.625,281573,0.341,0,7,0.0764,-6.949,1,0.0291,130.127,4,0.199,"不是我不明白 這樣並不算太壞
懂得愛說來無奈 來自對你虧待
沒刻意掩埋 沒對他坦白 你還在

會進來嗎
你在送我回家我還在猜測
可都是真的了

在見面前
一直想像還有某種關聯
但客氣是拒絕

新的朋友 不再重疊
你的世界 我在邊緣

不是我不明白 這樣並不算太壞
能再次關懷 時間洗刷所有不愉快
後來的愛 我們嘗試去寬待
...

******* This Lyrics is NOT for Commercial use *******"
接受,Fish Leong,46,0.229,0.562,279934,0.546,0,5,0.157,-8.167,1,0.0276,119.968,4,0.211,"彷彿上一分鐘 你還陪在我左右
還以為我們會開花結果
我還記得玫瑰色天空 卻模糊了我們的臉孔
哼過的歌到底是什麼內容

彷彿已經自由 下一刻我變成風
吹過你的領空 差點失控
回憶在夜裡鬧得很兇 我想我可以明白你所有的痛
想讓你知道我懂 卻擔心言不由衷

我們都接受 一定是彼此不夠成熟
在愛情裡分不了輕重
誠實得過了頭
不能退後也無法向前走

...

******* This Lyrics is NOT for Commercial use *******"
愛久見人心,Fish Leong,47,0.723,0.516,296573,0.507,0,2,0.0604,-6.428,1,0.0289,93.874,4,0.452,"我冷漠 是不想被看出 太容易 被感動觸及
我比較喜歡 現在的自己 不太想 回到過去
我常常 為我們之間 忽遠忽近的關係 擔心或委屈
別人只一句話 就刺痛心裡 每一根神經

你的孤單 是座城堡 讓人景仰 卻處處防疫
你的溫柔 那麼緩慢 小心翼翼 脆弱又安靜
也許 我們都意會到 這次面對的幸福 是真的來臨
因為太珍惜 所以才猶豫 忘了先把彼此 抱緊

我不是流言 不能猜測你
瘋狂的遊戲 需要誰准許
別人怎麼說 我都不介意
我愛不愛你 日久見人心
...

******* This Lyrics is NOT for Commercial use *******"
給未來的自己,Fish Leong,43,0.207,0.508,250173,0.543,0,9,0.104,-4.872,1,0.025,147.624,4,0.26,"站在狂風的天台一望無際
這一座孤寂的城市
在天空與高樓交接的盡頭
誰追尋空曠的自由

陽光覆滿這一刻寧靜的我
隔絕了喧囂和冷漠
川流不息的人遊蕩在街頭
誰能聽見誰的寂寞

找一個人惶惶相惜
找一顆心心心相印
在這個宇宙 我是獨一無二
沒人能取代
不管怎樣 怎樣都會受傷
傷了又怎樣 至少我很堅強
...

******* This Lyrics is NOT for Commercial use *******"
小手拉大手,Fish Leong,48,0.745,0.658,246560,0.614,0,0,0.112,-5.733,1,0.0279,129.99,4,0.669,"還記得那場音樂會的煙火 還記得那個涼涼的深秋
還記得人潮把你推向了我 遊樂園擁擠的正是時候
一個夜晚堅持不睡的等候 一起泡溫泉奢侈的享受
有一次日記裡愚蠢的困惑 因為你的微笑幻化成風
你大大的勇敢保護著我 我小小的關懷喋喋不休
感謝我們一起走了那麼久 又再一次回到涼涼深秋

給你我的手 像溫柔野獸 把自由交給草原的遼闊
我們小手拉大手 一起郊遊 今天別想太多
你是我的夢 像北方的風 吹著南方暖洋洋的哀愁
...

******* This Lyrics is NOT for Commercial use *******"
無條件為你,Fish Leong,41,0.524,0.55,262798,0.585,0,6,0.111,-4.803,1,0.0278,106.873,4,0.135,"愛你等於擁有一片天空

任何風吹草動
都有你存在其中
自然而然的輕鬆
一路到夏天的尾聲

無所謂到過於激動
我們有笑容 我們曾心動
不再是無動於衷
無條件為你不顧明天的安穩

為你變堅強相信你的眼神
不敢想不敢問
有一天壞的可能
無條件為你放棄單獨的旅程

為你堅強就不怕犧牲
我的靈魂 如此沸騰
...

******* This Lyrics is NOT for Commercial use *******"
如果有一天,Fish Leong,49,0.16,0.54,282373,0.506,0,2,0.0932,-6.873,1,0.025,99.008,4,0.157,"現在也只能欣賞 唯一的合照一張
淡忘了的是那個街角 想念的是當時的微笑
生活中交錯失望 越想念就越孤單
若再被寂寞迎頭趕上 多感傷原來只是正常

你是不是也在品嚐 一個人的咖啡和天光
是不是也忽然察覺到 多出時間看天色的變換

如果有一天 我們再見面 時間會不會倒退一點
...

******* This Lyrics is NOT for Commercial use *******"
問,Fish Leong,43,0.698,0.493,207600,0.441,0,11,0.695,-8.413,0,0.0291,139.943,4,0.243,"谁让你心动 谁让你心痛
谁会让你偶尔想要拥他在怀中
谁又在乎你的梦 谁说你的心思他会懂
谁又为你感动
如果女人 总是等到夜深
无悔付出青春 他就会对你真
是否女人 永远不要多问
...

******* This Lyrics is NOT for Commercial use *******"
飄洋過海來看你,Fish Leong,43,0.732,0.466,283440,0.424,0,9,0.203,-8.679,0,0.0366,119.823,4,0.257,"為你我用了 半年的積蓄飄洋過海的來看你
為了這次相聚 我連見面時的呼吸都曾反覆練習

言語從來沒能將我的情意表達千萬分之一
為了這個遺憾 我在夜裡想了又想不肯睡去

記憶它總是慢慢的累積 在我心中無法抹去
為了你的承諾 我在最絕望的時候都忍著不哭泣

陌生的城市啊 熟悉的角落裡
也曾彼此安慰 也曾相擁嘆息 不管將會面對什麼樣的結局

...

******* This Lyrics is NOT for Commercial use *******"
寧夏,Fish Leong,46,0.58,0.434,209656,0.546,0,6,0.0839,-6.881,1,0.0277,166.007,4,0.256,"寧靜的夏天 天空中繁星點點
心裡頭有些思念 思念著你的臉
我可以假裝看不見
也可以偷偷的想念
直到讓我摸到你那溫暖的臉

寧靜的夏天 天空中繁星點點
心裡頭有些思念 思念著你的臉
我可以假裝看不見
也可以偷偷的想念
...

******* This Lyrics is NOT for Commercial use *******"
我好嗎,Fish Leong,41,0.838,0.35,277976,0.392,1.22e-05,7,0.142,-8.918,1,0.0314,135.912,4,0.233,"金黃的銀杏樹再次滿開了
那一年樹下的約定已解散了
儘管藍天仍像青春般清澈
我們不再見了 自顧自活著

再多問候往往與快樂無涉
也只能獨自沉溺 思念的片刻
淚水淹沒歲月 何時甘願 去跟遺憾求和
曾經圓滿我的 碾碎我的 都回不去了

不是心不死 還留你一個位置
只是呼喚過的名字
...

******* This Lyrics is NOT for Commercial use *******"
偶陣雨,Fish Leong,40,0.906,0.447,266107,0.404,0,11,0.0937,-7.22,1,0.0325,90.626,4,0.457,"過去總算漸漸都還過得去
未來就等來了再決定
回憶多少還留一點點餘地
還不至於回不去

誰的青春沒有淺淺的瘀青
誰的傷心能不留胎記
誰的一見鍾情不刻骨銘心
誰能任性不認命

你的嘴角微微揚起
你用微笑剪接我的微電影
偶爾饒了我自己
偶爾難免還想你
偶爾晴時多雲偶爾有陣雨

...

******* This Lyrics is NOT for Commercial use *******"
親親,Fish Leong,41,0.745,0.489,248640,0.64,0,4,0.0981,-5.876,1,0.036,139.75,4,0.336,"那一年頂樓加蓋的閣樓 什麼人忘了鎖
是誰找不到 未滿十八歲的我
你是一滴滴隱形的眼淚 風一吹就乾了
只能這樣了 是嗎

同時甜蜜與心碎
是你的幽默還是温柔
是瞬間煙火 還是不甘寂寞
第一次你抱緊我

輕輕的親親 緊緊閉著眼睛
是你不是你 說不定 還不一定
...

******* This Lyrics is NOT for Commercial use *******"
明明很愛你,Victor Wong,40,0.336,0.71,246772,0.579,0,10,0.105,-7.291,1,0.0283,107.024,4,0.345,Lyrics not found
聽不到,Fish Leong,39,0.419,0.73,236851,0.588,0,4,0.322,-7.363,1,0.0306,129.977,4,0.709,"夜 黑夜 寂寞的夜裡
氣 生氣 對自己生氣
軟弱的電話 又打 給你
想 聽你 那邊的空氣
有 什麼 精采的話題
你還是溫柔 給我 婉轉 的距離

我的聲音在笑 淚在飆 電話那頭的你可知道
世界若是那麼大 為何我要忘你 無處逃
我的聲音在笑 淚在飆 電話那頭的你可知道
世界若是那麼小 為何我的真心 你聽不到

...

******* This Lyrics is NOT for Commercial use *******"
絲路,Fish Leong,40,0.867,0.522,301441,0.34,0,5,0.0907,-8.022,1,0.0304,72.51,4,0.607,"如果流浪是你的天賦 那麼你 一定是我最美的追逐
如果愛情是你的游牧 擁有過 是不是該滿足

誰帶我踏上 孤獨的絲路 追逐你的腳步
誰帶我離開 孤獨的絲路 感受你的溫度
我將眼淚流成天山上面的湖 讓你疲倦時能夠紮營停駐
羌笛聲 胡旋舞 為你笑 為你哭
(HEY) 愛上你的全部 放棄我的全部

愛上了你之後 我開始領悟 陪你走了一段最唯美的國度
愛上了你之後 我從來不哭 誰是誰的幸福 我從來不在乎
誰是誰的旅途 我只要你記住
...

******* This Lyrics is NOT for Commercial use *******"
