Track Name,Artist Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Lyrics,lyrics,final_lyrics
吻,Penny Tai,18,0.53,0.419,245600,0.56,0.000174,6,0.111,-6.895,1,0.0434,122.849,3,0.268,給每一個愛我的人深深的一個吻工作太累從日出到黃昏甚至到凌晨給每一個傷過我的人深深的一個吻你對我總不太認真太少慰問甚至太殘忍我欠了你一個吻你欠了誰我不敢問是什麼讓人恍了神,"['給', '每', '一', '個', '愛', '我', '的', '人', '深深', '的', '一', '個', '吻', '工作', '太', '累', '從', '日出', '到', '黃昏', '甚至', '到', '凌晨', '給', '每', '一', '個', '傷', '過', '我', '的', '人', '深深', '的', '一', '個', '吻', '你', '對', '我', '總', '不', '太', '認真', '太少', '慰問', '甚至', '太', '殘忍', '我', '欠', '了', '你', '一', '個', '吻', '你', '欠', '了', '誰', '我', '不', '敢', '問', '是', '什麼', '讓', '人', '恍', '了', '神']",愛 深深 吻 工作 太 累 日出 黃昏 凌晨 傷 深深 吻 總 太 認真 太少 慰問 太 殘忍 欠 吻 欠 敢 問 恍 神
誤解 (電視劇《我在北京等你》主題曲、插曲),Penny Tai,16,0.787,0.462,223620,0.434,0.000595,9,0.0817,-9.184,1,0.0325,137.644,4,0.277,突然一場大雨淋濕了全世界在模糊之中唯一清楚的只有你的臉突然一陣好奇將我推到你面前試著透過你的眼還原一世的從前午夜列車漸行漸遠感覺忽明又忽滅謊言變得如此善良又體貼為你我隱藏自己設計成讓你都看不見,"['突然', '一', '場', '大雨', '淋濕', '了', '全', '世界', '在', '模糊', '之中', '唯一', '清楚', '的', '只', '有', '你', '的', '臉', '突然', '一', '陣', '好奇', '將', '我', '推到', '你', '面前', '試', '著', '透過', '你', '的', '眼', '還原', '一', '世', '的', '從前', '午夜', '列車', '漸', '行', '漸', '遠', '感覺', '忽', '明', '又', '忽', '滅', '謊言', '變', '得', '如此', '善良', '又', '體貼', '為', '你我', '隱藏', '自己', '設計成', '讓', '你', '都', '看', '不', '見']",突然 場 大雨 淋濕 全 世界 模糊 之中 唯一 清楚 臉 突然 陣 好奇 推到 面前 試 透過 眼 還原 世 從前 午夜 列車 漸 行 漸 遠 感覺 忽 明 忽 滅 謊言 變 善良 體貼 你我 隱藏 設計成 見
密室逃脫,Penny Tai,18,0.522,0.457,275014,0.562,3.54e-05,10,0.0943,-6.351,1,0.0303,78.018,4,0.217,困在同一個場所任務急需被解鎖忽明又忽暗的讓人都失去寄託強烈的聲光效果角色在入戲演活都無法帶我抽離旋轉的渦為莫須有的寵溺打翻了心重複默念對不起也掩蓋不了有的罪名對莫名有妄想的人疏離被偏執反咬了自己讓自虐狠狠再度犯癮誰點了個火煙總撲向我沒及時閃躲全是我的錯,"['困在', '同', '一', '個', '場所', '任務', '急需', '被', '解鎖', '忽', '明', '又', '忽', '暗', '的', '讓', '人', '都', '失去', '寄託', '強烈', '的', '聲光', '效果', '角色', '在', '入戲', '演活', '都', '無法', '帶', '我', '抽離', '旋轉', '的', '渦', '為', '莫須有', '的', '寵溺', '打翻', '了', '心', '重複', '默念', '對不起', '也', '掩蓋不了', '有的', '罪名', '對', '莫名', '有', '妄想', '的', '人', '疏離', '被', '偏執', '反', '咬', '了', '自己', '讓', '自虐', '狠狠', '再度', '犯癮', '誰', '點', '了', '個', '火煙', '總', '撲', '向', '我', '沒', '及時', '閃躲', '全', '是', '我', '的', '錯']",困在 場所 任務 急需 解鎖 忽 明 忽 暗 失去 寄託 強烈 聲光 效果 角色 入戲 演活 無法 帶 抽離 旋轉 渦 莫須有 寵溺 打翻 心 重複 默念 對不起 掩蓋不了 罪名 莫名 妄想 疏離 偏執 反 咬 自虐 狠狠 再度 犯癮 火煙 總 撲 沒 及時 閃躲 全 錯
逛街,Penny Tai,17,0.799,0.543,240933,0.366,0.0,8,0.351,-8.985,1,0.0393,125.857,4,0.216,對我而言現在是想念你的時間街道很寬車輛很少已卸下吵鬧的感覺經過幾家你常出現的那些商店偶然看見你的臉映在玻璃櫥窗上面盤旋誰約我在三四點一個人去逛臺北的街還給我一個畫面會有人從背後輕拍我的肩那個人是你嗎多麼不確定啊而那個人是你嗎你怎麼不回答,"['對', '我', '而言', '現在', '是', '想念', '你', '的', '時間', '街道', '很', '寬', '車輛', '很少', '已', '卸下', '吵鬧', '的', '感覺', '經過', '幾', '家', '你', '常', '出現', '的', '那些', '商店', '偶然', '看見', '你', '的', '臉', '映', '在', '玻璃', '櫥窗', '上面', '盤旋', '誰', '約', '我', '在', '三四點', '一', '個', '人', '去', '逛', '臺北', '的', '街', '還', '給', '我', '一', '個', '畫面', '會', '有', '人', '從', '背後', '輕拍', '我', '的', '肩', '那', '個', '人', '是', '你', '嗎', '多麼', '不', '確定', '啊', '而', '那', '個', '人', '是', '你', '嗎', '你', '怎麼', '不', '回答']",現在 想念 時間 街道 寬 車輛 很少 卸下 吵鬧 感覺 家 常 出現 商店 偶然 看見 臉 映 玻璃 櫥窗 上面 盤旋 約 三四點 逛 臺北 街 畫面 背後 輕拍 肩 確定 回答
好好的過,Penny Tai,15,0.549,0.526,275093,0.45,2e-06,7,0.0986,-7.483,1,0.0555,125.862,3,0.507,你還要折磨自己多少天失眠這幾夜你都用淚洗臉你還要崩潰多少天別繼續深陷他的泥沼裡面別搞得自己很可憐別老想做出那些失去理智的事很危險失戀算什麼我曾失戀過失戀過的我還不是這樣的過寂寞算什麼我曾寂寞過寂寞過的我還不是這樣的過,"['你', '還要', '折磨', '自己', '多少', '天', '失眠', '這', '幾', '夜', '你', '都', '用', '淚', '洗臉', '你', '還要', '崩潰', '多少', '天', '別', '繼續', '深陷', '他', '的', '泥沼', '裡面', '別', '搞', '得', '自己', '很', '可憐', '別', '老', '想', '做出', '那些', '失去', '理智', '的', '事', '很', '危險', '失戀', '算', '什麼', '我', '曾', '失戀', '過', '失戀', '過', '的', '我', '還不是', '這樣', '的', '過', '寂寞', '算', '什麼', '我', '曾', '寂寞', '過', '寂寞', '過', '的', '我', '還不是', '這樣', '的', '過']",折磨 天 失眠 夜 淚 洗臉 崩潰 天 繼續 深陷 泥沼 裡面 搞 可憐 老 想 做出 失去 理智 事 危險 失戀 算 失戀 失戀 還不是 寂寞 算 寂寞 寂寞 還不是
懶人漫遊,Penny Tai,17,0.516,0.74,169507,0.558,0.0,11,0.0656,-5.024,1,0.0483,133.977,4,0.721,你不在我究竟過得好嗎一肚子的悶氣還乖乖脹在家我不和別人說話因為說了會吵架索性一個人看看片子刮刮痧你不在我究竟吃得飽嗎那過期的饅頭還傻傻留著它我不聽讚美的話因為聽了會頭大索性一個人逛逛院子賞賞花多優雅打從心裡就知道沒有大不了的傷口沒有好不了的理由,"['你', '不', '在', '我', '究竟', '過', '得', '好', '嗎', '一', '肚子', '的', '悶氣', '還', '乖乖', '脹', '在', '家', '我', '不', '和', '別人', '說話', '因為', '說', '了', '會', '吵架', '索性', '一', '個', '人', '看看', '片子', '刮刮痧', '你', '不', '在', '我', '究竟', '吃', '得', '飽', '嗎', '那', '過期', '的', '饅頭', '還', '傻傻', '留', '著', '它', '我', '不', '聽', '讚美', '的', '話', '因為', '聽', '了', '會', '頭', '大', '索性', '一', '個', '人', '逛逛', '院子', '賞賞', '花', '多', '優雅', '打從', '心', '裡', '就', '知道', '沒有', '大不了', '的', '傷口', '沒有', '好不了', '的', '理由']",究竟 肚子 悶氣 乖乖 脹 家 說話 吵架 索性 看看 片子 刮刮痧 究竟 吃 飽 過期 饅頭 傻傻 留 聽 讚美 話 聽 頭 索性 逛逛 院子 賞賞 花 優雅 心 裡 知道 大不了 傷口 好不了 理由
後來,Rene Liu,58,0.69,0.677,341400,0.5,0.0,3,0.174,-8.285,1,0.0265,149.784,4,0.375,後來我總算學會了如何去愛可惜你早已遠去消失在人海後來終於在眼淚中明白有些人一旦錯過就不再梔子花白花瓣落在我藍色百褶裙上愛你你輕聲說我低下頭聞見一陣芬芳那個永恆的夜晚十七歲仲夏你吻我的那個夜晚讓我往後的時光每當有感嘆總想起當天的星光,"['後來', '我', '總算', '學會', '了', '如何', '去', '愛', '可惜', '你', '早已', '遠去', '消失', '在', '人海', '後來', '終於', '在', '眼淚', '中', '明白', '有', '些', '人', '一旦', '錯過', '就', '不再', '梔子', '花白', '花瓣', '落在', '我', '藍色', '百褶裙', '上', '愛', '你', '你', '輕聲', '說', '我', '低下', '頭', '聞見', '一', '陣', '芬芳', '那', '個', '永恆', '的', '夜晚', '十七', '歲', '仲夏', '你', '吻', '我', '的', '那', '個', '夜晚', '讓', '我', '往後', '的', '時光', '每當', '有', '感嘆', '總', '想起', '當天', '的', '星光']",後來 總算 學會 愛 可惜 早已 遠去 消失 人海 後來 終於 眼淚 明白 錯過 不再 梔子 花白 花瓣 落在 藍色 百褶裙 愛 輕聲 低下 頭 聞見 陣 芬芳 永恆 夜晚 十七 歲 仲夏 吻 夜晚 往後 時光 感嘆 總 想起 當天 星光
很愛很愛你,Rene Liu,48,0.716,0.659,283000,0.368,0.0,5,0.164,-8.911,1,0.029,123.017,4,0.492,想為你做件事讓你更快樂的事好在你的心中埋下我的名字求時間趁著你不注意的時候悄悄地把這種子釀成果實我想她的確是更適合你的女子我太不夠溫柔優雅成熟懂事如果我退回到好朋友的位置你也就不再需要為難成這樣子很愛很愛你所以願意捨得讓你往更多幸福的地方飛去很愛很愛你只有讓你擁有愛情我才安心看著她走向你那幅畫面多美麗,"['想', '為', '你', '做', '件', '事', '讓', '你', '更', '快樂', '的', '事', '好在', '你', '的', '心', '中', '埋下', '我', '的', '名字', '求', '時間', '趁著', '你', '不', '注意', '的', '時候', '悄悄', '地', '把', '這', '種子', '釀成', '果實', '我', '想', '她', '的確', '是', '更', '適合', '你', '的', '女子', '我', '太', '不', '夠', '溫柔', '優雅', '成熟', '懂事', '如果', '我', '退回到', '好朋友', '的', '位置', '你', '也', '就', '不再', '需要', '為難', '成', '這樣子', '很', '愛', '很', '愛', '你', '所以', '願意', '捨得', '讓', '你', '往', '更多', '幸福', '的', '地方', '飛去', '很', '愛', '很', '愛', '你', '只有', '讓', '你', '擁有', '愛情', '我', '才', '安心', '看', '著', '她', '走向', '你', '那', '幅', '畫面', '多', '美麗']",想 件 事 快樂 事 好在 心 埋下 名字 求 時間 注意 悄悄 種子 釀成 果實 想 適合 女子 太 夠 溫柔 優雅 成熟 懂事 退回到 好朋友 位置 不再 需要 為難 成 這樣子 愛 愛 願意 捨得 更多 幸福 地方 飛去 愛 愛 擁有 愛情 安心 走向 幅 畫面 美麗
成全,Rene Liu,47,0.513,0.582,276396,0.613,2.02e-06,11,0.124,-5.884,1,0.0385,167.94,4,0.445,看著你和她走到我面前微笑地對我說聲好久不見如果當初沒有我的成全是不是今天還在原地盤旋不為了勉強可笑的尊嚴所有的悲傷丟在分手那天未必永遠才算愛得完全一個人的成全好過三個人的糾結我對你付出的青春這麼多年換來了一句謝謝你的成全成全了你的瀟灑與冒險成全了我的碧海藍天,"['看', '著', '你', '和', '她', '走到', '我', '面前', '微笑', '地', '對', '我', '說', '聲', '好', '久', '不', '見', '如果', '當初', '沒有', '我', '的', '成全', '是', '不', '是', '今天', '還', '在', '原地', '盤旋', '不', '為了', '勉強', '可笑', '的', '尊嚴', '所有', '的', '悲傷', '丟', '在', '分手', '那', '天', '未必', '永遠', '才', '算', '愛', '得', '完全', '一', '個', '人', '的', '成全', '好過', '三', '個', '人', '的', '糾結', '我', '對', '你', '付出', '的', '青春', '這麼多', '年', '換來', '了', '一', '句', '謝謝', '你', '的', '成全', '成全', '了', '你', '的', '瀟灑', '與', '冒險', '成全', '了', '我', '的', '碧海', '藍天']",走到 面前 微笑 聲 久 見 當初 成全 今天 原地 盤旋 勉強 可笑 尊嚴 悲傷 丟 分手 天 未必 永遠 算 愛 完全 成全 好過 糾結 付出 青春 這麼多 換來 句 謝謝 成全 成全 瀟灑 冒險 成全 碧海 藍天
當愛在靠近,Rene Liu,45,0.454,0.647,250796,0.459,0.0,8,0.172,-9.742,1,0.0289,135.928,4,0.347,真的想寂寞的時候有個伴日子再忙也有人一起吃早餐雖然這種想法明明就是太簡單只想有人在一起不管明天在哪裡愛從不容許人三心兩意遇見渾然天成的交集錯過多可惜如果我是真的決定付出我的心能不能有人告訴他別讓我傷心每一次當愛在靠近感覺他在緊緊的抱住你他騷動你的心遮住你的眼睛又不讓你知道去哪裡每一次當愛在靠近都好像在等你要怎麼回應,"['真的', '想', '寂寞', '的', '時候', '有', '個', '伴', '日子', '再', '忙', '也', '有', '人', '一起', '吃', '早餐', '雖然', '這', '種', '想法', '明明', '就是', '太', '簡單', '只', '想', '有', '人', '在一起', '不管', '明天', '在', '哪裡', '愛', '從不', '容許', '人', '三心兩意', '遇見', '渾然天成', '的', '交集', '錯過', '多', '可惜', '如果', '我', '是', '真的', '決定', '付出', '我', '的', '心', '能不能', '有', '人', '告訴', '他', '別', '讓', '我', '傷心', '每', '一', '次', '當', '愛', '在', '靠近', '感覺', '他', '在', '緊緊', '的', '抱住', '你', '他', '騷動', '你', '的', '心', '遮住', '你', '的', '眼睛', '又', '不', '讓', '你', '知道', '去', '哪裡', '每', '一', '次', '當', '愛', '在', '靠近', '都', '好像', '在', '等', '你', '要', '怎麼', '回應']",真的 想 寂寞 伴 日子 忙 一起 吃 早餐 種 想法 明明 太 簡單 想 在一起 明天 愛 從不 容許 三心兩意 遇見 渾然天成 交集 錯過 可惜 真的 決定 付出 心 能不能 告訴 傷心 次 愛 靠近 感覺 緊緊 抱住 騷動 心 遮住 眼睛 知道 次 愛 靠近 好像 回應
我們沒有在一起,Rene Liu,44,0.544,0.662,279560,0.502,1.3e-05,6,0.1,-5.94,1,0.0287,110.076,4,0.307,你一直說的那個公園已經拆了還記得盪著鞦韆日子就飛起來漫漫的下午陽光都在臉上撒野你那傻氣我真是想念那時候小小的你還沒學會嘆氣誰又會想到他們現在喊我女王你哈哈笑的樣子倒是一點沒變時間走了誰還在等呢這杯咖啡忘了加糖真不是我那麼傷感世界太複雜你說單純很難我當然都明白可是呀只有你曾陪我在最初的地方只有你才能了解我要的夢從來不大我們沒有在一起至少還像情侶一樣我痛的瘋的傷的在你面前哭得最慘,"['你', '一直', '說', '的', '那', '個', '公園', '已經', '拆', '了', '還', '記得', '盪', '著', '鞦韆', '日子', '就', '飛起來', '漫漫', '的', '下午', '陽光', '都', '在', '臉', '上', '撒野', '你', '那', '傻氣', '我', '真是', '想念', '那', '時候', '小小', '的', '你', '還', '沒', '學會', '嘆氣', '誰', '又', '會', '想到', '他們', '現在', '喊', '我', '女王', '你', '哈哈', '笑', '的', '樣子', '倒是', '一點', '沒', '變', '時間', '走', '了', '誰', '還', '在', '等', '呢', '這', '杯', '咖啡', '忘', '了', '加', '糖', '真', '不', '是', '我', '那麼', '傷感', '世界', '太', '複雜', '你', '說', '單純', '很', '難', '我', '當然', '都', '明白', '可是', '呀', '只有', '你', '曾', '陪', '我', '在', '最初', '的', '地方', '只有', '你', '才', '能', '了解', '我', '要', '的', '夢', '從來', '不', '大', '我們', '沒有', '在一起', '至少', '還', '像', '情侶', '一樣', '我', '痛', '的', '瘋', '的', '傷', '的', '在', '你', '面前', '哭', '得', '最', '慘']",一直 公園 已經 拆 記得 盪 鞦韆 日子 飛起來 漫漫 下午 陽光 臉 撒野 傻氣 真是 想念 小小 沒 學會 嘆氣 想到 現在 喊 女王 笑 樣子 倒是 一點 沒 變 時間 走 杯 咖啡 忘 加 糖 真 傷感 世界 太 複雜 單純 難 明白 陪 最初 地方 了解 夢 從來 在一起 至少 情侶 痛 瘋 傷 面前 哭 慘
為愛痴狂,Rene Liu,41,0.473,0.579,304867,0.558,4.34e-06,8,0.107,-7.23,1,0.0247,89.967,4,0.368,接下來我要介紹我的第一部電影我的美麗與哀愁我們看一下裡面的想要問問你敢不敢像我這樣為等一下等一下怎麼唱成這個樣子呢這是你的沒錯吧哼製作人都要要這麼兇嗎你又不是昇哥這是我的沒錯不信我唱給你們聽會唱的跟我一起唱好不好好不好好二樓的好不好好我從春天走來你在秋天說要分開說好不為你憂傷但心情怎會無恙為何總是這樣在我心中深藏著你想要問你們想不想陪我到地老天荒,"['接下來', '我', '要', '介紹', '我', '的', '第一', '部', '電影', '我', '的', '美麗', '與', '哀愁', '我們', '看', '一下', '裡面', '的', '想要', '問問', '你', '敢', '不敢', '像', '我', '這樣', '為', '等一下', '等一下', '怎麼', '唱成', '這', '個', '樣子', '呢', '這', '是', '你', '的', '沒', '錯', '吧', '哼', '製作人', '都', '要', '要', '這麼', '兇', '嗎', '你', '又', '不', '是', '昇哥', '這', '是', '我', '的', '沒', '錯', '不', '信', '我', '唱', '給', '你們', '聽', '會', '唱', '的', '跟', '我', '一起', '唱', '好', '不', '好', '好', '不', '好好', '二樓', '的', '好', '不', '好好', '我', '從', '春天', '走來', '你', '在', '秋天', '說', '要', '分開', '說', '好', '不', '為', '你', '憂傷', '但', '心情', '怎會', '無恙', '為何', '總是', '這樣', '在', '我', '心', '中', '深藏', '著', '你', '想要', '問', '你們', '想', '不', '想', '陪', '我', '到', '地老天荒']",接下來 介紹 第一 部 電影 美麗 哀愁 一下 裡面 想要 問問 敢 不敢 等一下 等一下 唱成 樣子 沒 錯 製作人 兇 昇哥 沒 錯 信 唱 聽 唱 一起 唱 好好 二樓 好好 春天 走來 秋天 分開 憂傷 心情 怎會 無恙 總是 心 深藏 想要 問 想 想 陪 地老天荒
我很好,Rene Liu,38,0.843,0.414,272547,0.401,0.0,5,0.094,-9.25,1,0.0389,124.972,4,0.339,沙發上睡著孤單冷醒的破曉冷的麵條熱的淚痕啤酒在苦笑當時的煎熬當時的心痛如絞天終於亮了遺憾終於退潮終於能夠恨不再瘋淚不再掉心不逃一定會有一個人一段新的美好誰讓我擁抱誰讓我再一次心跳就算愛情讓我再次的跌倒傷痕也要是一種驕傲誰讓我擁抱誰讓我瘋狂的心跳就算明天整個城市要傾倒也讓我愛到最後一秒,"['沙發', '上', '睡', '著', '孤單', '冷醒', '的', '破曉', '冷', '的', '麵條', '熱', '的', '淚痕', '啤酒', '在', '苦笑', '當時', '的', '煎熬', '當時', '的', '心痛', '如', '絞', '天', '終於', '亮', '了', '遺憾', '終於', '退潮', '終於', '能夠', '恨', '不再', '瘋淚', '不再', '掉', '心', '不', '逃', '一定', '會', '有', '一', '個', '人', '一', '段', '新', '的', '美好', '誰', '讓', '我', '擁抱', '誰', '讓', '我', '再一次', '心跳', '就算', '愛情', '讓', '我', '再次', '的', '跌倒', '傷痕', '也', '要是', '一', '種', '驕傲', '誰', '讓', '我', '擁抱', '誰', '讓', '我', '瘋狂', '的', '心跳', '就算', '明天', '整', '個', '城市', '要', '傾倒', '也', '讓', '我', '愛', '到', '最後', '一', '秒']",沙發 睡 孤單 冷醒 破曉 冷 麵條 熱 淚痕 啤酒 苦笑 當時 煎熬 當時 心痛 絞 天 終於 亮 遺憾 終於 退潮 終於 能夠 恨 不再 瘋淚 不再 掉 心 逃 一定 段 新 美好 擁抱 再一次 心跳 愛情 再次 跌倒 傷痕 種 驕傲 擁抱 瘋狂 心跳 明天 整 城市 傾倒 愛 最後
幸福不是情歌,Rene Liu,35,0.762,0.636,264400,0.509,3.56e-05,9,0.117,-9.087,1,0.0278,135.957,4,0.355,這一刻你也許感覺心如刀割還好再痛的總還是會痊癒的如果不是太愛了我們又拿什麼去深刻人生的挫折好在有捨就有得曾真心付出的都會是值得的卻不能停格只留下所有快樂他曾是你的選擇光是這一點就很難得就算再不捨至少你都盡力了,"['這', '一', '刻', '你', '也許', '感覺', '心如刀割', '還好', '再', '痛', '的', '總', '還是', '會', '痊癒', '的', '如果', '不', '是', '太', '愛', '了', '我們', '又', '拿', '什麼', '去', '深刻', '人生', '的', '挫折', '好在', '有', '捨', '就', '有', '得', '曾', '真心', '付出', '的', '都', '會', '是', '值得', '的', '卻', '不能', '停格', '只', '留下', '所有', '快樂', '他', '曾', '是', '你', '的', '選擇', '光', '是', '這', '一', '點', '就', '很', '難得', '就算', '再', '不捨', '至少', '你', '都', '盡力', '了']",刻 也許 感覺 心如刀割 還好 痛 總 痊癒 太 愛 深刻 人生 挫折 好在 捨 真心 付出 值得 不能 停格 留下 快樂 選擇 難得 不捨 至少 盡力
各自安好,Rene Liu,34,0.759,0.383,263317,0.374,8.51e-06,8,0.116,-10.376,1,0.0515,91.853,4,0.173,白雲早已不纏繞藍天刻意斷了消息幾年再見面也没意外都攜家帶眷有一度想視而不見還是轉念走近寒暄自嘲說我這樣子竟然也能活到今天既然各自安好又何必掛念誰想再為誰糾結也没法糾結過得人人稱羨有報復的意味只想幸福到你比我後悔這句別來無恙我怎會哽咽,"['白雲', '早已', '不', '纏繞', '藍天', '刻意', '斷', '了', '消息', '幾', '年', '再', '見面', '也', '没', '意外', '都', '攜家帶眷', '有', '一', '度', '想', '視而不見', '還是', '轉念', '走近', '寒暄', '自嘲', '說', '我', '這樣子', '竟然', '也', '能', '活到', '今天', '既然', '各自', '安好', '又', '何必', '掛念', '誰', '想', '再', '為', '誰', '糾結', '也', '没法', '糾結', '過', '得', '人人', '稱羨', '有', '報復', '的', '意味', '只', '想', '幸福', '到', '你', '比', '我', '後悔', '這', '句', '別來無恙', '我', '怎會', '哽咽']",白雲 早已 纏繞 藍天 刻意 斷 消息 見面 没 意外 攜家帶眷 度 想 視而不見 轉念 走近 寒暄 自嘲 這樣子 竟然 活到 今天 安好 何必 掛念 想 糾結 没法 糾結 人人 稱羨 報復 意味 想 幸福 後悔 句 別來無恙 怎會 哽咽
一輩子的孤單,Rene Liu,33,0.0702,0.34,273621,0.682,1.3e-05,1,0.146,-5.448,1,0.0319,181.885,4,0.495,我想我想你們想不想想這邊想不想想大家想不想想我想我會一直孤單這一輩子都這麼孤單我想我會一直孤單這樣孤單一輩子天空越蔚藍越怕抬頭看電影越圓滿就越覺得傷感有越多的時間就越覺得不安因為我總是孤單過著孤單的日子喜歡的人不出現在哪裡出現的人不喜歡在哪裡,"['我', '想', '我', '想', '你們', '想', '不想', '想', '這邊', '想', '不', '想', '想', '大家', '想', '不', '想', '想', '我', '想', '我', '會', '一直', '孤單', '這', '一輩子', '都', '這麼', '孤單', '我', '想', '我', '會', '一直', '孤單', '這樣', '孤單', '一', '輩子', '天空', '越', '蔚藍', '越', '怕', '抬頭', '看', '電影', '越', '圓滿', '就', '越', '覺得', '傷感', '有', '越', '多', '的', '時間', '就', '越', '覺得', '不安', '因為', '我', '總是', '孤單', '過', '著', '孤單', '的', '日子', '喜歡', '的', '人', '不', '出現', '在', '哪裡', '出現', '的', '人', '不', '喜歡', '在', '哪裡']",想 想 想 不想 想 想 想 想 想 想 想 想 一直 孤單 一輩子 孤單 想 一直 孤單 孤單 輩子 天空 越 蔚藍 越 怕 抬頭 電影 越 圓滿 越 覺得 傷感 越 時間 越 覺得 不安 總是 孤單 孤單 日子 喜歡 出現 出現 喜歡
繼續 - 給15歲的自己,Rene Liu,31,0.837,0.611,309853,0.462,0.0,7,0.145,-5.52,1,0.03,125.985,4,0.372,知道嗎我總是惦記十五歲不快樂的你我多想把哭泣的你摟進我懷裡不確定自己的形狀動不動就和世界碰撞那些傷我終於為你都一一撫平那一年最難的習題也不過短短的幾行筆記現在我卻總愛回憶回憶當時不服輸的你天空會不會雨停會不會放晴會不會幸福在終點等著我和你會不會是我忘記還能勇敢地去淋雨我們繼續走下去繼續往前進繼續走向期待中的未知旅行感覺累了的時候抱著我們的真心靜靜好好地休息,"['知道', '嗎', '我', '總是', '惦記', '十五', '歲', '不', '快樂', '的', '你', '我', '多', '想', '把', '哭泣', '的', '你', '摟進', '我', '懷裡', '不', '確定', '自己', '的', '形狀', '動不動', '就', '和', '世界', '碰撞', '那些', '傷', '我', '終於', '為', '你', '都', '一一', '撫平', '那', '一', '年', '最', '難', '的', '習題', '也', '不過', '短短', '的', '幾', '行', '筆記', '現在', '我', '卻', '總', '愛', '回憶', '回憶', '當時', '不', '服輸', '的', '你', '天空', '會不會', '雨', '停', '會不會', '放晴', '會不會', '幸福', '在', '終點', '等', '著', '我', '和', '你', '會不會', '是', '我', '忘記', '還', '能', '勇敢', '地', '去', '淋雨', '我們', '繼續', '走下去', '繼續', '往', '前進', '繼續', '走向', '期待', '中', '的', '未知', '旅行', '感覺', '累', '了', '的', '時候', '抱', '著', '我們', '的', '真心', '靜靜', '好好', '地', '休息']",知道 總是 惦記 十五 歲 快樂 想 哭泣 摟進 懷裡 確定 形狀 動不動 世界 碰撞 傷 終於 一一 撫平 難 習題 短短 行 筆記 現在 總 愛 回憶 回憶 當時 服輸 天空 會不會 雨 停 會不會 放晴 會不會 幸福 終點 會不會 忘記 勇敢 淋雨 繼續 走下去 繼續 前進 繼續 走向 期待 未知 旅行 感覺 累 抱 真心 靜靜 好好 休息
親愛的路人,Rene Liu,35,0.854,0.594,325240,0.476,0.0,10,0.0879,-6.84,1,0.0311,135.966,4,0.258,一個一個笑窩一段一段淚光每一次都以為是永遠的寄託承受不起的傷來不及痊癒就解脫我們已經各得其所所謂承諾都要分了手才承認是枷鎖所謂辜負都是浪漫的蹉跎所以別問還差什麼我們沒結果都結了果卻由他來收穫那時候年輕得不甘寂寞錯把磨練當成折磨對的人終於會來到因為犯的錯夠多總要為想愛的人不想活才跟該愛的人生活來過走過是親愛的路人成全我,"['一', '個', '一', '個', '笑窩', '一', '段', '一', '段', '淚光', '每', '一', '次', '都', '以為', '是', '永遠', '的', '寄託', '承受', '不', '起', '的', '傷', '來不及', '痊癒', '就', '解脫', '我們', '已經', '各', '得', '其', '所', '所謂', '承諾', '都', '要', '分', '了', '手', '才', '承認', '是', '枷鎖', '所謂', '辜負', '都', '是', '浪漫', '的', '蹉跎', '所以', '別', '問', '還', '差', '什麼', '我們', '沒', '結果', '都', '結', '了', '果', '卻', '由', '他', '來', '收穫', '那', '時候', '年輕', '得', '不甘寂寞', '錯', '把', '磨練', '當成', '折磨', '對', '的', '人', '終於', '會', '來到', '因為', '犯', '的', '錯', '夠多', '總', '要', '為', '想', '愛', '的', '人', '不', '想', '活', '才', '跟', '該', '愛', '的', '人', '生活', '來過', '走過', '是', '親愛', '的', '路人', '成全', '我']",笑窩 段 段 淚光 次 永遠 寄託 承受 傷 來不及 痊癒 解脫 已經 所謂 承諾 手 承認 枷鎖 所謂 辜負 浪漫 蹉跎 問 差 沒 結 果 收穫 年輕 不甘寂寞 錯 磨練 當成 折磨 終於 來到 犯 錯 夠多 總 想 愛 想 活 愛 生活 來過 走過 親愛 路人 成全
